company,company_rating,title,uppers,downers,advice,date,author
"Deloitte Consulting LLP
",4,“Midlevel in Financial Services”,"Career development
","
Travel, work/life balance, compensation, promotion policies
","
I am severely underpaid. I came in as an experienced hire. I have received top performance rankings, and within my level as a Senior Consultant, 70% are making more than me. As soon as I get promoted to Manager and have children while at the firm (amazing maternity leave), I am leaving the firm.","McLean, VA2013",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Midlevel”,"Resume builder, learn a lot
","
Non-stop travel. Long hours. Burnout. No work/life balance.",,2013,VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Executive in Human Resources”,"to Candidates
- Merit-based culture that facilitates differentiated compensation, promotion, and opportunities for people will to work hard.
- Clearly the world's leading consulting Firm in my areas of focus (Life Sciences and Human Capital).",,,"Boston, MA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Entry-level in Strategy”,"to Candidates
Deloitte is the leader of the management consulting industry",,,"Chicago, IL2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Midlevel in Financial Services”,"I feel supported by the firm, both personally and professionally. Personally, I have successfully been able to balance work with being a husband and father of 3. Professionally, the firm supports my advancement and as a result I can easily see myself becoming a Partner down the road.
","
This isn't a bad aspect per se but in order to fully benefit from being in a large firm such as Deloitte, you need to have good networking skills. Good networking skills enable young consultants to find the right mentors and get staffed on the right projects.
","
At Deloitte Consulting, you have to be prepared to actively manage your career. With its national staffing model, you have incredible flexibility to be exposed to wider breadth of work compared to other firms. This also means, however, that you need to be your strongest career advocate.","Chicago, IL2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Experienced in Strategy”,"to Candidates
x",,,"Atlanta, GA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Experienced in Strategy”,"The people and the culture, and in particular the heavy emphasis on mentorship and development. Deloitte truly recognizes that its people are its most important asset but more importantly behaves in the that fashion. I have incredible mentors at my firm.
","
There is a high level of stress within the profession, not just at my firm. Consulting in general requires a lot of hours and for you to be constantly ""on"".
","
Spend time getting to know the people in the office you are evaluating. I think the personalities and the culture will tell you whether it is the right role for you.","San Francisco, CA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Entry-level in Strategy”,"Challenging work, really smart people, great firm trajectory, making huge impact for our clients
","
The work is never easy, so you've got to put in hard work
","
If you want to learn a lot and launch your career in a trajectory that far exceeds your peers, Deloitte is the place to be","Los Angeles, CA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Midlevel in Human Resources”,"Incredibly intelligent and committed colleagues; training opportunities; international assignment opportunities; opportunity to expand my skillset and grow my career
","
Travel away from home
","
Deloitte is a very collegiate environment. Although everyone has high expectations for those entering the firm, everyone throughout the organization is committed to helping you get acclimated and succeed.","Detroit, MI2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Experienced in Public Sector”,"to Candidates
Deloitte is a demanding firm, but I enjoy my job because I'm constantly challenged and truly enjoy working with my colleagues.",,,"Washington, DC2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Midlevel in Public Sector”,"to Candidates
Evaluate each firm's presence and reputation in the industry sectors you are most interested in building expertise.",,,"Washington, DC2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Entry-level in Human Resources”,"Culture, People, Flexibility, Challenging Work
","
High expecations to deliver additional work other than client work
","
Opportunities are endless for both clients and additional work and the people you work with will be essential in your development.","New York, NY2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Executive in Human Resources”,"to Candidates
Deloitte has market leading practices in many areas. It is fun to be part of a winning firm. Also, do not undervalue the upside of a private partnership. This matters long before you make partner. It drives culture and talent related decision making on a day to day basis.",,,"New York, NY2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Entry-level in Management”,"to Candidates
Deloitte consultants must be able to work alongside their clients - we regularly interact with our clients as peers and team with them on projects.",,,"Detroit, MI2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Executive in Human Resources”,"The opportunities to work with Fortune 100 clients, as well as the ability to work with a diverse set of people.
","
The travel requirements and the impact on my work/life balance.
","
In addition to a variety of experiences, Deloitte offers an unparallelled ability to create a vast and diverse personal network. Whether you choose to stay at Deloitte or move on to another firm, the network you create at Deloitte will stay with you forever.","Stamford, CT2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Experienced”,"The people - They are smart, driven, and down-to-earth, all at the same time.
","
Work - life balance is non-existent as a result of the unrealistic expectations around firm contributions.
","
Expect to work hard with people you will respect immensely.","McLean, VA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Experienced in Human Resources”,"The quality of the people. The informal but performance-driven culture.
","
The time demands of the industry. Not a firm-specific problem, just a difficult industry in which to balance work and life.
","
Take time to get to know the people both at the entry level, the line managers, and the senior leadership. The culture is tremendous from bottom to top.","Detroit, MI2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Midlevel in Financial Services”,"Culture and interactions with colleagues; opportunity to work closely with clients to solve issues; challenging work and high level of responsibility
","
Travel and lifestyle can be challenging
","
Deloitte offers opportunities to develop as a leader with interesting project opportunities, outstanding training programs, and, perhaps most importantly, a culture of developing others. Expectations are high and are in line with the responsibilities you are provided. Whether you are looking for a short term or a long term career in consulting, Deloitte provides an opportunity to grow and develop.","McLean, VA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Midlevel in Public Sector”,"The people - incredibly talented pool of practitioners
Advice to Candidates
Deloitte Consulting is a collection of the industry's best talent. It's an innovative and collaborative environment.",,"
Deloitte Consulting is a collection of the industry's best talent. It's an innovative and collaborative environment.","Arlington, VA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Entry-level in Management”,"The best aspects of working at my firm include the culture, the people, and the opportunities to learn and grow (including training programs).
","
Working in consulting usually means working on a 3-4-5 schedule and more than 40 hours per week. This firm is no exception.
","
I would recommend meeting the people at the firm and getting a feel for the culture yourself. The people here are smart, hard-working, type A personalities like you'll find at other firms. But the people here also have an eagerness to continue learning, a humility or humbleness that's tied to that (i.e., less ego, more open to collaboration with junior level practitioners), and a desire to help others succeed as they strive for their own personal success. It's a great place to learn and grow.","Atlanta, GA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Entry-level in Management”,"The Business Analyst Rotational program (for me as a Junior Staff practitioner) and the culture / people.
","
Travel and work/life balance aspect of Consulting as a career.
","
There are many great programs at Deloitte Consulting, as well as entry points for practitioners both on and off campus, that allow you to join Deloitte Consulting. Once here, you will experience friendly, knowledgeable, and supportive people every day and gain valuable experiences that will challenge you throughout your entire career.","McLean, VA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Experienced”,"People, opportunites, ability to own your career, great clients, interesting work.
","
Long hours, lots of extra firm activities, staffing process.
","
Great firm to learn the business of consulting. Very established onboarding for campus hires, great people!","Arlington, VA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Experienced in Human Resources”,"Great colleagues I learn from every day
","
Long hours and intensity of work
","
Opportunity to work with the best people in the world!","Parsippany, NJ2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Executive in Management”,"Challenging work, highly collaborative environment, and tremendous firm resources
","
many responsibilities to juggle
","
Don't just look for salary (which is very competitive here), but assess a firm based on whether you think you would fit in with the people and the projects that are there. Consider whether you think you will be successful and enjoy yourself.","Arlington, VA2012",VERIFIED EMPLOYEE
"Deloitte Consulting LLP
",4,“Experienced in Public Sector”,"The people and culture are unbeatable. Everyone is very passionate, intelligent, and willing to help you succeed personally and professionally.
","
Because everyone is high functioning, it is very competitive and compensation can lag behind other firms because the applicant pool is so high.
","
For the best training and experience on how to enter the consulting world, come to Deloitte. The company spends alot of time and energy right when you start to train you how to be a consultant. Unlike other firms which assume that you can be a consultant based on your specialized skill set, Deloitte teaches you how to add to that skill set so that you can deliver on a wider range of solutions. It's the best company to gain an education on consulting for career starters or switchers.","Arlington, VA2012",VERIFIED EMPLOYEE
