,company,company_rating,title,content,author,year
842,"Deloitte Consulting LLP
",3.5,diversity_review,"[""It used to be that everyone assumed women at Deloitte couldn't get promoted if they were having children, and sometimes even men. But now it's a common occurrence for people of both genders to get promoted in the same year they took family leave.""]",Experienced in Government/Public SectorArlington,['2020']
843,"Deloitte Consulting LLP
",3.5,diversity_review,"['While there are no obvious differences in policies for males and females, there are very few females in executive positions (senior manager or PMDS, since the job expectations make it difficult to balance workload with family, especially for women with children']",Executive in Business OperationsLos Angeles,['2020']
844,"Deloitte Consulting LLP
",3.5,diversity_review,"['I believe Deloitte takes diversity, equity, and inclusion very seriously. While the consulting industry in general has a ways to go, the problems seem to be due to systematic problems before people even apply for jobs (education systems, other systemic issues). Deloitte has been doing a lot to encourage conversations around diversity, equity, and inclusion and leaders are willing to listen to junior staffs complaints and ideas for improvement.']",Experienced in Government/Public SectorArlington,['2020']
845,"Deloitte Consulting LLP
",3.5,diversity_review,"['The firm has sought for years to measure DEI, identify causes for challenges, and seek to boost representation. The practice has not always been successful, but I would say the leadership team has been quite relentless in trying to improve the situation.']",McLean,['2020']
846,"Deloitte Consulting LLP
",3.5,diversity_review,['I feel more women are getting promoted leave men at a disadvantage in the firm now.'],Executive in IT Operations & ImplementationFairfax,['2020']
847,"Deloitte Consulting LLP
",3.5,diversity_review,"['The company has a lot of great DEI (Diversity, Equity, and Inclusion) initiatives, and it is responsive to feedback on these topics, but it simultaneously is not transparent. We do not publish representation statistics to anyone outside of ""need-to-know"" PPMDs, which makes everyone assume the worst. The people who will work to solve equity issues in our organization cannot even see the extent of the problem.']",Midlevel in Aerospace/Aviation/DefenseAustin,['2020']
848,"Deloitte Consulting LLP
",3.5,diversity_review,"[""The only reason i can't give 10s is because of some of the results I've heard for mothers in the year they went on maternity leave.""]",Partner in Data & AnalyticsArlington,['2020']
849,"Deloitte Consulting LLP
",3.5,diversity_review,"['Leadership (PPMD) is primarily white and male. The firm appears to be making an effort to promote white woman at a faster rate which is positive. The firms hiring of black men and women continues to be low.', 'I have no insight into pay per gender or race. That said, given pay is based on performance, I would assume non-white women and minorities often times receive lower performance scores than white people due to unconscious bias.']",Midlevel in Business OperationsLos Angeles,['2020']
850,"Deloitte Consulting LLP
",3.5,diversity_review,"['lack of transparency on salary within each level band-- the firm says we have equity, but do not get to see the detail behind this claim. while we stress the importance on promoting equally between sexes, it appears more men than women are promoted in certain areas of the practice and to principal positions']",Executive in Health Care and/or PharmaceuticalsSan Francisco,['2020']
851,"Deloitte Consulting LLP
",3.5,diversity_review,"['I think the firm is making a concerted effort to employ, retain and promote more diverse leaders. There are increasing efforts to get to a more balanced leadership team across all disciplines.']",Parsippany,['2020']
852,"Deloitte Consulting LLP
",3.5,diversity_review,"[""I have always been proud to work at Deloitte based on the firm's approach to supporting practitioners with diverse backgrounds.""]",Midlevel in Health Care and/or PharmaceuticalsCleveland,['2020']
853,"Deloitte Consulting LLP
",3.5,diversity_review,"['Diversity, Equity, and Inclusion has become a big focus for our firm, however, the firm is not very transparent about what percentage of the staff represents black, brown, and other people of color. The staff has been asking to see this information, and has been met with general information on our efforts vs the actual results of those efforts. Overall, I think most of the staff agrees we can be doing better with transparency.']",Midlevel in Government/Public SectorChicago,['2020']
854,"Deloitte Consulting LLP
",3.5,diversity_review,"[""Our firm is 50% Indian. Between the US-India and Deloitte Consulting parts of our practice, 50% of our firm is Indian. We are pushing to give women and under-represented minorities more equity and opportunities in the firm - and I can see numerous places where those efforts have been successful. It is an overall, net positive that I support 110%. However, it would appear that the efforts to create those opportunities come solely at the expense of our white male colleagues, rather than our Indian colleagues. When we're only addressing the diversity and opportunity of 50% of the pie, it seems disingenuous to me that we're working to improve our culture, diversity, equity and opportunity.""]",Partner in Mergers & AcquisitionsChicago,['2020']
855,"Deloitte Consulting LLP
",3.5,diversity_review,"['Again, this is an area where effort is there, but does not show. I am currently the only person at my level or above my level, in my group that looks like me. That should not be the case.']",Experienced in Human ResourcesDallas,['2020']
856,"Deloitte Consulting LLP
",3.5,diversity_review,"['The firm has acknowledged a need to improve diversity across all levels. I think opportunities are similar for men and women, but the firm has not yet fully figured out how to keep women at the firm at equal rates past the Manager level.']",Midlevel in StrategyChicago,['2020']
857,"Deloitte Consulting LLP
",3.5,diversity_review,['Deloitte bends over backwards to support women and LGBTQ. The firm is incredibly sensitive to this.'],Executive in IT Strategy2020VERIFIED EMPLOYEE,Nan
858,"Deloitte Consulting LLP
",3.5,diversity_review,"['Being part of an anti-racist program at Deloitte gives me insight into how little our diversity is. Our POC leadership is so few that often lower level POC employees feel like they are not supported, then leave. I feel very underpaid and I imagine not many men in my same position as a manger are getting paid this low.']",Experienced in StrategyNew York,['2020']
859,"Deloitte Consulting LLP
",3.5,diversity_review,"[""With everything going on these days they put a lot of effort making sure females get promoted, so much that they are promoting some that are not even up for promotion or qualify for promotion, leaving behind well qualified males that were up for promotion. I don't think it should be a numbers game but merit should play a role. The firm is also leaving behind Hispanic/Latino practitioners from becoming leaders in the firm.""]",Arlington,['2020']
860,"Deloitte
",4,diversity_review,['Deloitte strives for diversity and is environmentally and socially conscious. Tools and trainings are provided regularly to help employees further develop their own understanding on the impact they have in society. Open dialogues are encouraged.'],Experienced in TaxRaleigh,['2021']
861,"Deloitte
",4,diversity_review,['We focus on diversity in all aspects and celebrate individuals identities regardless of what they may be. We accept each individual as they are and ensure they feel our inclusive culture.'],McLean,['2021']
862,"Deloitte
",4,diversity_review,"['A lot of progress has been made, and we are actively working to continue to improve in our efforts to promote sustainability, diversity, equity and inclusion.']",Experienced in External AuditSalt Lake City,['2021']
863,"Deloitte
",4,diversity_review,"['i truly think Deloitte tries to be at the forefront of all of these. given the size of the organization, the amount of energy exerted is commendable.']",Experienced in TaxAtlanta,['2021']
864,"Deloitte
",4,diversity_review,['There are many calls with different guests that the firm offers to help people feel more inclusive. Diversity and inclusion is very important at the firm. There is also Impact day held every year which includes team members working together on community projects across the US.'],Entry-level in TaxHouston,['2021']
